AISHE code,College Name,State,District,web url,Year of established,Location Type(Rural/Urban),Institute Type,NAAC Grade,Accreditation,NIRF Rank,Address,Email,Phone,Description,Logo URL,Status,Verification Notes / Sources
C-77036,SMK FOMRA COLLEGE OF ARTS AND SCIENCE CO EDN,Tamil Nadu,Chengalpattu,college-smkfomra.davchennai.org,2020,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"SMK FOMRA COLLEGE OF ARTS AND SCIENCE CO EDN, Chengalpattu District, Tamil Nadu",NULL,NULL,"SMK FOMRA COLLEGE OF ARTS AND SCIENCE CO EDN is an undergraduate and postgraduate higher education institution located in Chengalpattu District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (college-smkfomra.davchennai.org); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-15027,S.M.R. College of Education,Tamil Nadu,Pudukkottai,www.smrcedu.org,2006,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"S.M.R. College of Education, Pudukkottai District, Tamil Nadu",NULL,NULL,"S.M.R. College of Education is a teacher education institution located in Pudukkottai District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.smrcedu.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-64850,S M S COLLEGE OF ARTS AND SCIENCE SIVAKASI,Tamil Nadu,Virudhunagar,https://smsartsandscience.com,2016,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"S M S COLLEGE OF ARTS AND SCIENCE SIVAKASI, Virudhunagar District, Tamil Nadu",NULL,NULL,"S M S COLLEGE OF ARTS AND SCIENCE SIVAKASI is an undergraduate and postgraduate higher education institution located in Virudhunagar District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (https://smsartsandscience.com); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14739,Smt. A.K.D. Sakkaniamma College of Education for Women,Tamil Nadu,Virudhunagar,www.akdsce.in,2006,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Smt. A.K.D. Sakkaniamma College of Education for Women, Virudhunagar District, Tamil Nadu",NULL,NULL,"Smt. A.K.D. Sakkaniamma College of Education for Women is a teacher education institution located in Virudhunagar District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.akdsce.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-62370,Smt Gandhimathi College of Pharmacy,Tamil Nadu,Tiruvannamalai,https://sgcp.edu.in/,2019,Rural,Pharmacy College,NULL,"Approved by Pharmacy Council of India (PCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"Smt Gandhimathi College of Pharmacy, Tiruvannamalai District, Tamil Nadu",NULL,NULL,"Smt Gandhimathi College of Pharmacy is a healthcare education institution situated in Tiruvannamalai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (https://sgcp.edu.in/); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-14613,Smt. Savithri College of Education,Tamil Nadu,Tiruchirappalli,sscedutry.org,2005,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Smt. Savithri College of Education, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"Smt. Savithri College of Education is a teacher education institution located in Tiruchirappalli District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (sscedutry.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-15011,S.N. College of Education,Tamil Nadu,Vellore,www.natesanareduins.co.in,2009,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"S.N. College of Education, Vellore District, Tamil Nadu",NULL,NULL,"S.N. College of Education is a teacher education institution located in Vellore District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.natesanareduins.co.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-43949,SOKA IKEDA COLLEGE OF ARTS AND SCIENCE FOR WOMEN,Tamil Nadu,Chennai,sokaikedacollege.in,2000,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"SOKA IKEDA COLLEGE OF ARTS AND SCIENCE FOR WOMEN, Chennai District, Tamil Nadu",NULL,NULL,"SOKA IKEDA COLLEGE OF ARTS AND SCIENCE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (sokaikedacollege.in); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-60655,Solai College of Arts and Science,Tamil Nadu,Madurai,solaicollege.in,2017,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"Solai College of Arts and Science, Madurai District, Tamil Nadu",NULL,NULL,"Solai College of Arts and Science is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (solaicollege.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-76013,SOLAI COLLEGE OF NURISNG,Tamil Nadu,Madurai,solaicollege.in,2025,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"SOLAI COLLEGE OF NURISNG, Madurai District, Tamil Nadu",NULL,NULL,"SOLAI COLLEGE OF NURISNG is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (solaicollege.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-76014,SOLAI COLLEGE OF NURSING,Tamil Nadu,Madurai,solainursing.in,2025,Rural,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SOLAI COLLEGE OF NURSING, Madurai District, Tamil Nadu",NULL,NULL,"SOLAI COLLEGE OF NURSING is a healthcare education institution situated in Madurai District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (solainursing.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-26814,Solamalai College of Engineering,Tamil Nadu,Madurai,www.solamalaice.ac.in,1995,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Solamalai College of Engineering, Madurai District, Tamil Nadu",NULL,NULL,"Solamalai College of Engineering is a technical education institution located in Madurai District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.solamalaice.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-59053,SONA COLLEGE OF ARTS AND SCIENCE,Tamil Nadu,Salem,www.sonacas.edu.in,2017,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Periyar University,NULL,"SONA COLLEGE OF ARTS AND SCIENCE, Salem District, Tamil Nadu",NULL,NULL,"SONA COLLEGE OF ARTS AND SCIENCE is an undergraduate and postgraduate higher education institution located in Salem District, Tamil Nadu, affiliated with Periyar University.",NULL,active,Official College Portal (www.sonacas.edu.in); Periyar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-28528,"Sonai Meenal Arts and Science College,  Mudukulathur",Tamil Nadu,Ramanathapuram,www.sonaimeenalartscollege.com,1998,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Alagappa University,NULL,"Sonai Meenal Arts and Science College,  Mudukulathur, Ramanathapuram District, Tamil Nadu",NULL,NULL,"Sonai Meenal Arts and Science College,  Mudukulathur is an undergraduate and postgraduate higher education institution located in Ramanathapuram District, Tamil Nadu, affiliated with Alagappa University.",NULL,active,Official College Portal (www.sonaimeenalartscollege.com); Alagappa University Affiliated Colleges Directory; UGC List of Approved Colleges
C-64924,SONA MEDICAL COLLEGE OF NATUROPATHY AND YOGA,Tamil Nadu,Salem,www.sonamedicalcollege.ac.in,2020,Rural,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SONA MEDICAL COLLEGE OF NATUROPATHY AND YOGA, Salem District, Tamil Nadu",NULL,NULL,"SONA MEDICAL COLLEGE OF NATUROPATHY AND YOGA is a healthcare education institution situated in Salem District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.sonamedicalcollege.ac.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-49031,"SOORIYA HOSPITAL (Inst. Code - 574), CHENNAI",Tamil Nadu,Chennai,www.sooriyahospital.com,1991,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"SOORIYA HOSPITAL (Inst. Code - 574), CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"SOORIYA HOSPITAL (Inst. Code - 574), CHENNAI is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.sooriyahospital.com); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-49032,"SOUNDARAPANDIAN BONE AND JOINT HOSPITAL & RESEARCH INSTITUTE PVT LTD (Inst. Code - 571), CHENNAI",Tamil Nadu,Chennai,www.boneandjointindia.com,1983,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"SOUNDARAPANDIAN BONE AND JOINT HOSPITAL & RESEARCH INSTITUTE PVT LTD (Inst. Code - 571), CHENNAI, Chennai District, Tamil Nadu",NULL,NULL,"SOUNDARAPANDIAN BONE AND JOINT HOSPITAL & RESEARCH INSTITUTE PVT LTD (Inst. Code - 571), CHENNAI is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.boneandjointindia.com); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-36556,SOURASHTRA COLLEGE FOR WOMEN,Tamil Nadu,Madurai,WWW.SOURASHTRA COLLEGE FOR WOMEN.COM,1998,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"SOURASHTRA COLLEGE FOR WOMEN, Madurai District, Tamil Nadu",NULL,NULL,"SOURASHTRA COLLEGE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (WWW.SOURASHTRA COLLEGE FOR WOMEN.COM); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14427,Sourashtra College of Education,Tamil Nadu,Theni,www.sourashtraedu.com/sce,2007,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sourashtra College of Education, Theni District, Tamil Nadu",NULL,NULL,"Sourashtra College of Education is a teacher education institution located in Theni District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.sourashtraedu.com/sce); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-75457,SOUTHERN ACADEMY OF MARITIME STUDIES,Tamil Nadu,Thiruvallur,samsmarine.org,2006,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"SOUTHERN ACADEMY OF MARITIME STUDIES, Thiruvallur District, Tamil Nadu",NULL,NULL,"SOUTHERN ACADEMY OF MARITIME STUDIES is an undergraduate and postgraduate higher education institution located in Thiruvallur District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (samsmarine.org); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-49070,"SPC INSTITUTE OF NURSING EDUCATION AND RESEARCH (Inst. Code - 591), SALEM",Tamil Nadu,Salem,www.spcinenr.com,2013,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"SPC INSTITUTE OF NURSING EDUCATION AND RESEARCH (Inst. Code - 591), SALEM, Salem District, Tamil Nadu",NULL,NULL,"SPC INSTITUTE OF NURSING EDUCATION AND RESEARCH (Inst. Code - 591), SALEM is a teacher education institution located in Salem District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.spcinenr.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-59434,Spice Valley Teacher Education College,Tamil Nadu,Theni,www.spicevalleycollege.com,2016,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Spice Valley Teacher Education College, Theni District, Tamil Nadu",NULL,NULL,"Spice Valley Teacher Education College is a teacher education institution located in Theni District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.spicevalleycollege.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-14648,S.Preethi B.Ed College of Education,Tamil Nadu,Sivaganga,www.aeact.org,2008,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"S.Preethi B.Ed College of Education, Sivaganga District, Tamil Nadu",NULL,NULL,"S.Preethi B.Ed College of Education is a teacher education institution located in Sivaganga District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.aeact.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-61532,SREE ABIRAAMI ARTS AND SCIENCE COLLEGE FOR WOMEN,Tamil Nadu,Vellore,www.sawcollege.com,2016,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"SREE ABIRAAMI ARTS AND SCIENCE COLLEGE FOR WOMEN, Vellore District, Tamil Nadu",NULL,NULL,"SREE ABIRAAMI ARTS AND SCIENCE COLLEGE FOR WOMEN is an undergraduate and postgraduate higher education institution located in Vellore District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Official College Portal (www.sawcollege.com); Thiruvalluvar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-41086,Sree Amman Arts and Science College,Tamil Nadu,Erode,www.sreeamman.com,1989,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"Sree Amman Arts and Science College, Erode District, Tamil Nadu",NULL,NULL,"Sree Amman Arts and Science College is an undergraduate and postgraduate higher education institution located in Erode District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (www.sreeamman.com); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14517,Sree Arumugham Teacher Training College,Tamil Nadu,Cuddalore,www.sattcbed.com,2005,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sree Arumugham Teacher Training College, Cuddalore District, Tamil Nadu",NULL,NULL,"Sree Arumugham Teacher Training College is a teacher education institution located in Cuddalore District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.sattcbed.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-41178,"Sree Ayyappa College for Women, Ayyappanagar, Chunkankadai - 629 807, Nagercoil - 629 807",Tamil Nadu,Kanniyakumari,sreeayyappacollege.com,1969,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Manonmaniam Sundaranar University,NULL,"Sree Ayyappa College for Women, Ayyappanagar, Chunkankadai - 629 807, Nagercoil - 629 807, Kanniyakumari District, Tamil Nadu",NULL,NULL,"Sree Ayyappa College for Women, Ayyappanagar, Chunkankadai - 629 807, Nagercoil - 629 807 is an undergraduate and postgraduate higher education institution located in Kanniyakumari District, Tamil Nadu, affiliated with Manonmaniam Sundaranar University.",NULL,active,Official College Portal (sreeayyappacollege.com); Manonmaniam Sundaranar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-74975,SREE BALAJI MEDICAL COLLEGE AND HOSPITAL,Tamil Nadu,Chengalpattu,sbmch.ac.in,2003,Urban,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SREE BALAJI MEDICAL COLLEGE AND HOSPITAL, Chengalpattu District, Tamil Nadu",NULL,NULL,"SREE BALAJI MEDICAL COLLEGE AND HOSPITAL is a healthcare education institution situated in Chengalpattu District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (sbmch.ac.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-36511,SREE BALAKRISHNA COLLEGE OF ARTS & SCIENCE,Tamil Nadu,Virudhunagar,www.sreebalakrishnacollege.com,2009,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"SREE BALAKRISHNA COLLEGE OF ARTS & SCIENCE, Virudhunagar District, Tamil Nadu",NULL,NULL,"SREE BALAKRISHNA COLLEGE OF ARTS & SCIENCE is an undergraduate and postgraduate higher education institution located in Virudhunagar District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.sreebalakrishnacollege.com); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-66797,SREE BHAVANI COLLEGE OF ARTS AND SCIENCE COED,Tamil Nadu,Cuddalore,www.sreebhavanicollege.in,2015,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"SREE BHAVANI COLLEGE OF ARTS AND SCIENCE COED, Cuddalore District, Tamil Nadu",NULL,NULL,"SREE BHAVANI COLLEGE OF ARTS AND SCIENCE COED is an undergraduate and postgraduate higher education institution located in Cuddalore District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Official College Portal (www.sreebhavanicollege.in); Thiruvalluvar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-59372,SREE BHAVANI COLLEGE OF EDUCATION,Tamil Nadu,Cuddalore,www.sreebhavanicollege.in,2015,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"SREE BHAVANI COLLEGE OF EDUCATION, Cuddalore District, Tamil Nadu",NULL,NULL,"SREE BHAVANI COLLEGE OF EDUCATION is a teacher education institution located in Cuddalore District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.sreebhavanicollege.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-62741,SREE BHAVANI COLLEGE OF PHARMACY,Tamil Nadu,Cuddalore,http://www.sreebhavanicollege.in/,2018,Rural,Pharmacy College,NULL,"Approved by Pharmacy Council of India (PCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SREE BHAVANI COLLEGE OF PHARMACY, Cuddalore District, Tamil Nadu",NULL,NULL,"SREE BHAVANI COLLEGE OF PHARMACY is a healthcare education institution situated in Cuddalore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (http://www.sreebhavanicollege.in/); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-56149,SREE BHAVANI COLLEGE OF PHYSICAL EDUCATION,Tamil Nadu,Cuddalore,www.sreebhavanicollege.in,2016,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"SREE BHAVANI COLLEGE OF PHYSICAL EDUCATION, Cuddalore District, Tamil Nadu",NULL,NULL,"SREE BHAVANI COLLEGE OF PHYSICAL EDUCATION is a teacher education institution located in Cuddalore District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.sreebhavanicollege.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-14875,Sree Krishna College of Education,Tamil Nadu,Nagapattinam,www.skcedu.in,2009,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sree Krishna College of Education, Nagapattinam District, Tamil Nadu",NULL,NULL,"Sree Krishna College of Education is a teacher education institution located in Nagapattinam District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.skcedu.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-68783,SREE KRISHNA COLLEGE OF EDUCATION,Tamil Nadu,Mayiladuthurai,NULL,NULL,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"SREE KRISHNA COLLEGE OF EDUCATION, Mayiladuthurai District, Tamil Nadu",NULL,NULL,"SREE KRISHNA COLLEGE OF EDUCATION is a teacher education institution located in Mayiladuthurai District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,National Council for Teacher Education (NCTE) Portal; TNTEU Chennai Affiliated Institutions List
C-16501,Sree Krishna College of Engineering,Tamil Nadu,Vellore,www.skcevellore.ac.in,2010,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Sree Krishna College of Engineering, Vellore District, Tamil Nadu",NULL,NULL,"Sree Krishna College of Engineering is a technical education institution located in Vellore District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.skcevellore.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-36419,"Sreemath Sivagnana Balaya Swamigal Tamil Arts &Science College ,Mailam-604 304",Tamil Nadu,Viluppuram,www.mailamtamilartscollege.com,1938,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"Sreemath Sivagnana Balaya Swamigal Tamil Arts &Science College ,Mailam-604 304, Viluppuram District, Tamil Nadu",NULL,NULL,"Sreemath Sivagnana Balaya Swamigal Tamil Arts &Science College ,Mailam-604 304 is an undergraduate and postgraduate higher education institution located in Viluppuram District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Official College Portal (www.mailamtamilartscollege.com); Thiruvalluvar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-45824,"SREE MOOKAMBIKA INSTITUTE OF DENTAL SCIENCES (Inst. Code - 203),  KANNIYAKUMARI",Tamil Nadu,Kanniyakumari,smids.sreemookambikainstitute.com,1999,Rural,Dental College,NULL,"Approved by Dental Council of India (DCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SREE MOOKAMBIKA INSTITUTE OF DENTAL SCIENCES (Inst. Code - 203),  KANNIYAKUMARI, Kanniyakumari District, Tamil Nadu",NULL,NULL,"SREE MOOKAMBIKA INSTITUTE OF DENTAL SCIENCES (Inst. Code - 203),  KANNIYAKUMARI is a healthcare education institution situated in Kanniyakumari District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (smids.sreemookambikainstitute.com); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-75384,SREE MOOKAMBIKA INSTITUTE OF MEDICAL SCIENCES ALLIED HEALTH SCIENCES,Tamil Nadu,Kanniyakumari,smims.sreemookambikainstitute.com,2024,Urban,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SREE MOOKAMBIKA INSTITUTE OF MEDICAL SCIENCES ALLIED HEALTH SCIENCES, Kanniyakumari District, Tamil Nadu",NULL,NULL,"SREE MOOKAMBIKA INSTITUTE OF MEDICAL SCIENCES ALLIED HEALTH SCIENCES is a healthcare education institution situated in Kanniyakumari District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (smims.sreemookambikainstitute.com); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45625,"SREE MOOKAMBIKA INSTITUTE OF MEDICAL SCIENCES (Inst. Code - 242), KANNIYAKUMARI",Tamil Nadu,Kanniyakumari,https://smims.sreemookambikainstitute.com/,2006,Rural,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SREE MOOKAMBIKA INSTITUTE OF MEDICAL SCIENCES (Inst. Code - 242), KANNIYAKUMARI, Kanniyakumari District, Tamil Nadu",NULL,NULL,"SREE MOOKAMBIKA INSTITUTE OF MEDICAL SCIENCES (Inst. Code - 242), KANNIYAKUMARI is a healthcare education institution situated in Kanniyakumari District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (https://smims.sreemookambikainstitute.com/); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-43963,SREE MUTHUKUMARASWAMY COLLEGE,Tamil Nadu,Chennai,www.sreemuthukumaraswamycollege.com,1997,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"SREE MUTHUKUMARASWAMY COLLEGE, Chennai District, Tamil Nadu",NULL,NULL,"SREE MUTHUKUMARASWAMY COLLEGE is an undergraduate and postgraduate higher education institution located in Chennai District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.sreemuthukumaraswamycollege.com); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-45621,"SREE RAMAKRISHNA MEDICAL COLLEGE OF NATUROPATHY AND YOGIC SCIENCES (Inst. Code - 161), KANYAKUMARI",Tamil Nadu,Kanniyakumari,www.naturopathyindia.edu.in,2001,Urban,Medical College,NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"SREE RAMAKRISHNA MEDICAL COLLEGE OF NATUROPATHY AND YOGIC SCIENCES (Inst. Code - 161), KANYAKUMARI, Kanniyakumari District, Tamil Nadu",NULL,NULL,"SREE RAMAKRISHNA MEDICAL COLLEGE OF NATUROPATHY AND YOGIC SCIENCES (Inst. Code - 161), KANYAKUMARI is a healthcare education institution situated in Kanniyakumari District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.naturopathyindia.edu.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
